response;age;age_youngest_child;average#balance#feed#index;branch;debt_equity;gender;bad_payment;gold_card;pension_plan;household_debt_to_equity_ratio;income;marital;members_in_household;months_current_account;months_customer;call_center_contacts;loan_accounts;number_products;number_transactions;non_worker_percentage;white_collar_percentage;rfm_score
"NO";35;1;0;"Catburg";35;"M";0;0;0;49;45474.000000;"M";7;20;"24";3;7;0;0;9;40;0.000000
"NO";28;0;0;"Foxton";28;"M";0;0;0;57;45488.000000;"S";6;22;"24";2;2;0;0;11;30;0.000000
"NO";51;23;0;"Princeton";51;"F";0;0;0;57;45488.000000;"M";5;20;"24";2;1;0;0;11;30;0.000000
"NO";20;0;490;"Ravensville";20;"F";0;0;0;60;45528.000000;"S";2;28;"36";1;0;2;19;10;28;25.862600
"NO";50;19;0;"Catburg";50;"M";0;0;0;60;45528.000000;"S";1;16;"24";1;0;0;0;10;28;0.000000
"NO";40;12;0;"Foxton";40;"M";0;0;0;66;45527.000000;"U";2;10;"12";0;0;0;0;9;24;0.000000
"NO";29;0;0;"Ravensville";29;"M";0;0;0;56;45517.000000;"S";3;-4;"0";2;0;0;0;13;30;0.000000
"NO";29;1;0;"Ravensville";29;"M";0;0;0;42;45523.000000;"M";7;38;"48";4;0;0;0;8;49;0.000000
"NO";31;2;111;"Queensbury";31;"F";0;0;0;41;45537.000000;"U";5;26;"36";4;1;5;3;15;43;13.402900
"NO";47;18;0;"Foxton";47;"F";0;0;0;69;45542.000000;"M";4;-6;"0";0;1;0;0;4;25;0.000000
"NO";27;0;0;"Foxton";27;"F";0;0;0;58;45454.000000;"S";5;-6;"0";2;1;0;0;8;32;0.000000
"NO";12;0;0;"Princeton";12;"M";0;0;0;52;45521.000000;"S";5;-6;"0";3;0;0;0;13;33;0.000000
"NO";60;32;179;"Kingsville";60;"M";0;0;0;46;45452.000000;"S";4;19;"24";4;3;1;1;12;41;7.412330
"NO";54;26;0;"Kingsville";54;"M";0;0;0;45;45489.000000;"M";1;-4;"0";4;4;0;0;13;41;0.000000
"NO";42;12;343;"Catburg";42;"M";0;0;0;54;45510.000000;"U";3;32;"36";2;2;4;1;6;39;13.439000
"NO";32;5;0;"Foxton";32;"M";0;0;0;64;45482.000000;"U";5;25;"36";0;1;0;0;5;29;0.000000
"NO";44;15;62;"Princeton";44;"M";0;0;0;53;45478.000000;"M";4;23;"36";3;2;4;1;11;35;10.759000
"NO";44;14;0;"Ravensville";44;"F";0;0;0;51;45479.000000;"S";7;6;"12";3;1;0;0;8;39;0.000000
"NO";29;0;0;"Foxton";29;"F";0;0;0;53;45486.000000;"S";5;13;"24";3;0;0;0;14;32;0.000000
"NO";40;11;0;"Kingsville";40;"F";0;0;0;53;45486.000000;"M";5;39;"48";3;1;0;0;14;32;0.000000
"NO";40;8;59;"Foxton";40;"F";0;0;0;65;45471.000000;"M";2;38;"48";0;2;4;1;4;30;7.259000
"NO";40;11;783;"Kingsville";40;"F";0;0;0;54;45490.000000;"S";5;11;"12";2;0;1;1;8;36;12.565700
"NO";32;0;0;"Ravensville";32;"M";0;0;0;54;45490.000000;"S";5;14;"24";2;0;0;0;8;36;0.000000
"NO";29;3;149;"Princeton";29;"M";0;0;0;60;45529.000000;"M";7;15;"24";1;0;4;1;11;27;7.649000
"NO";50;21;0;"Queensbury";50;"M";0;0;0;55;45525.000000;"S";4;35;"48";2;1;0;0;11;33;0.000000
"NO";43;9;0;"Kingsville";43;"M";0;0;0;72;45456.000000;"U";6;19;"24";0;0;0;0;7;20;0.000000
"NO";48;23;39;"Queensbury";48;"M";0;0;0;67;45507.000000;"S";3;18;"24";0;5;3;2;10;22;11.604100
"NO";32;1;146;"Foxton";32;"F";0;0;0;67;45507.000000;"S";4;11;"24";0;0;5;2;10;22;11.462300
"NO";59;27;262;"Ravensville";59;"M";0;0;0;42;45507.000000;"M";6;23;"36";4;1;2;2;15;41;9.462320
"NO";80;49;100;"Princeton";80;"F";0;0;0;41;45451.000000;"U";2;15;"24";4;1;3;2;12;46;11.232300
"NO";55;27;0;"Ravensville";55;"M";0;1;0;42;45545.000000;"U";3;-1;"0";4;2;0;0;10;47;0.000000
"NO";47;14;170;"Catburg";47;"M";0;0;0;57;45462.000000;"U";3;40;"48";2;3;3;1;9;32;9.682330
"SI";40;10;135;"Kingsville";40;"M";0;0;0;61;45499.000000;"U";3;35;"48";1;1;4;1;14;23;12.786700
"NO";41;13;0;"Princeton";41;"F";0;0;0;61;45499.000000;"U";3;40;"48";1;0;0;0;14;23;0.000000
"NO";37;9;0;"Foxton";37;"F";0;0;0;61;45499.000000;"M";3;25;"36";1;3;0;0;14;23;0.000000
"NO";41;9;0;"Catburg";41;"M";0;0;0;53;45458.000000;"M";7;39;"48";2;4;0;0;10;35;0.000000
"NO";47;17;299;"Foxton";47;"M";0;0;0;55;45462.000000;"S";3;25;"36";2;0;1;1;4;40;10.465700
"NO";50;19;0;"Kingsville";50;"M";0;0;0;52;45472.000000;"M";5;14;"24";3;2;0;0;10;37;0.000000
"NO";35;8;0;"Kingsville";35;"M";0;0;0;46;45451.000000;"S";5;7;"12";4;0;0;0;13;39;0.000000
"NO";19;0;0;"Queensbury";19;"M";0;0;0;45;45525.000000;"S";2;18;"24";4;1;0;0;18;35;0.000000
"NO";45;9;0;"Princeton";45;"F";0;0;0;57;45541.000000;"U";4;-2;"0";2;0;0;0;9;32;0.000000
"NO";36;8;0;"Princeton";36;"M";0;0;0;57;45541.000000;"S";4;30;"36";2;0;0;0;9;32;0.000000
"NO";31;0;0;"Ravensville";31;"F";0;0;0;42;45477.000000;"S";6;20;"24";4;1;0;0;13;43;0.000000
"NO";38;13;0;"Foxton";38;"M";0;0;0;23;45458.000000;"M";4;40;"48";8;1;0;0;14;62;0.000000
"NO";35;4;0;"Kingsville";35;"F";0;0;0;23;45458.000000;"M";4;33;"36";8;2;0;0;14;62;0.000000
"NO";43;14;0;"Ravensville";43;"F";0;0;0;76;45486.000000;"M";2;14;"24";0;1;0;0;6;17;0.000000
"NO";20;0;0;"Queensbury";20;"F";0;0;0;46;45523.000000;"S";3;9;"12";4;0;0;0;16;37;0.000000
"NO";52;25;0;"Ravensville";52;"M";0;0;0;49;45459.000000;"U";6;18;"24";3;1;0;0;13;37;0.000000
"NO";28;0;190;"Catburg";28;"M";0;0;0;62;45456.000000;"S";6;16;"24";1;0;2;1;8;29;9.745670
"NO";36;4;0;"Queensbury";36;"F";0;0;0;62;45456.000000;"U";6;-6;"0";1;0;1;0;8;29;0.000000
"NO";32;0;0;"Ravensville";32;"M";0;0;0;51;45468.000000;"S";3;-3;"0";3;0;1;0;9;39;0.000000
"NO";33;2;251;"Kingsville";33;"M";0;0;0;51;45497.000000;"M";2;40;"48";3;0;3;2;12;35;8.418000
"NO";30;4;0;"Kingsville";30;"F";0;0;0;61;45453.000000;"S";6;28;"36";1;1;0;0;10;27;0.000000
"NO";41;10;0;"Foxton";41;"F";0;0;0;61;45453.000000;"M";6;7;"12";1;2;0;0;10;27;0.000000
"NO";47;16;0;"Catburg";47;"M";0;0;0;61;45453.000000;"U";6;-3;"0";1;0;2;0;10;27;0.000000
"NO";53;21;0;"Princeton";53;"F";0;0;0;67;45478.000000;"U";5;27;"36";0;0;0;0;16;16;0.000000
"SI";36;9;180;"Queensbury";36;"M";0;0;0;59;45466.000000;"U";6;10;"12";1;1;2;1;12;28;10.292300
"NO";51;22;0;"Catburg";51;"F";0;0;0;57;45473.000000;"M";1;19;"24";2;3;0;0;15;26;0.000000
"NO";28;0;0;"Queensbury";28;"F";0;0;0;74;45507.000000;"S";4;29;"36";0;1;0;0;6;19;0.000000
"NO";17;0;0;"Foxton";17;"M";0;0;0;56;45533.000000;"S";3;21;"24";2;3;0;0;7;35;0.000000
"NO";45;17;0;"Kingsville";45;"F";0;0;0;51;45490.000000;"U";2;30;"36";3;0;0;0;10;37;0.000000
"NO";55;25;0;"Kingsville";55;"F";0;0;0;65;45528.000000;"S";6;28;"36";0;0;0;0;11;23;0.000000
"NO";41;9;0;"Kingsville";41;"M";0;0;0;65;45528.000000;"M";7;34;"36";0;0;0;0;11;23;0.000000
"SI";40;10;133;"Kingsville";40;"F";0;0;0;48;45537.000000;"S";6;17;"24";4;0;3;2;11;40;9.626490
"NO";26;0;0;"Catburg";26;"F";0;0;0;54;45476.000000;"S";4;13;"24";2;2;0;0;7;38;0.000000
"NO";22;0;0;"Foxton";22;"F";0;0;0;52;45507.000000;"S";4;35;"48";3;0;0;0;12;35;0.000000
"NO";27;0;244;"Princeton";27;"F";0;0;0;53;45506.000000;"S";2;38;"48";2;0;6;19;9;36;26.647200
"NO";27;0;0;"Foxton";27;"F";0;0;0;53;45506.000000;"S";2;-4;"0";2;1;0;0;9;36;0.000000
"NO";27;1;171;"Foxton";27;"F";0;0;0;44;45548.000000;"S";7;29;"36";4;1;2;2;10;45;9.453990
"NO";28;0;0;"Catburg";28;"F";0;0;0;62;45524.000000;"S";6;34;"36";1;0;0;0;12;25;0.000000
"NO";18;0;0;"Queensbury";18;"F";0;0;0;58;45512.000000;"S";3;17;"24";1;1;0;0;15;26;0.000000
"SI";38;7;592;"Foxton";38;"M";0;0;0;66;45518.000000;"U";6;28;"36";0;0;1;20;8;24;27.419500
"NO";47;17;0;"Catburg";47;"M";0;0;0;66;45518.000000;"M";6;5;"12";0;1;0;0;8;24;0.000000
"NO";46;17;409;"Queensbury";46;"M";0;0;0;59;45517.000000;"M";2;38;"48";1;2;3;2;6;34;11.921700
"NO";18;0;0;"Queensbury";18;"M";0;0;0;47;45521.000000;"S";7;8;"12";3;1;0;0;10;42;0.000000
"NO";44;11;0;"Kingsville";44;"M";0;0;0;60;45507.000000;"M";3;40;"48";1;1;0;0;9;30;0.000000
"NO";44;14;0;"Catburg";44;"M";0;0;0;64;45501.000000;"U";3;-4;"0";0;0;0;0;10;25;0.000000
"NO";25;0;39;"Ravensville";25;"M";0;0;0;56;45460.000000;"S";5;27;"36";2;1;2;1;7;36;10.634900
"NO";40;12;360;"Foxton";40;"M";0;0;0;36;45491.000000;"S";3;39;"48";5;2;5;3;12;50;11.005600
"NO";37;8;131;"Princeton";37;"M";0;1;0;58;45545.000000;"S";6;21;"24";2;2;5;3;6;35;12.297600
"NO";41;11;0;"Princeton";41;"F";0;0;0;57;45473.000000;"M";2;6;"12";2;0;0;0;10;31;0.000000
"NO";41;12;0;"Foxton";41;"F";0;0;0;10;45613.000000;"M";6;-1;"0";10;1;0;0;16;73;0.000000
"NO";32;0;0;"Princeton";32;"M";0;0;0;63;45603.000000;"S";6;13;"24";1;0;0;0;7;28;0.000000
"NO";29;0;0;"Kingsville";29;"F";0;0;0;44;45630.000000;"S";7;33;"36";4;1;0;0;14;41;0.000000
"NO";38;10;0;"Catburg";38;"F";0;0;0;33;45622.000000;"S";3;21;"24";6;0;0;0;8;57;0.000000
"NO";38;10;77;"Queensbury";38;"F";0;0;0;53;45639.000000;"M";4;33;"36";2;2;3;1;12;34;8.902330
"NO";54;27;0;"Kingsville";54;"F";0;0;0;78;45619.000000;"S";5;11;"12";1;0;0;0;4;16;0.000000
"NO";21;0;248;"Kingsville";21;"F";0;0;0;52;45601.000000;"S";4;38;"48";3;2;3;1;7;39;11.895700
"NO";46;14;0;"Queensbury";46;"M";0;0;0;50;45553.000000;"U";3;-5;"0";3;2;0;0;18;30;0.000000
"NO";49;21;0;"Catburg";49;"M";0;0;0;65;45627.000000;"M";3;-3;"0";0;1;0;0;7;26;0.000000
"NO";52;22;0;"Princeton";52;"F";0;0;0;52;45614.000000;"M";1;-6;"0";3;1;0;0;11;36;0.000000
"NO";40;13;92;"Kingsville";40;"M";0;0;0;51;45581.000000;"S";7;41;"48";3;1;2;1;10;38;8.389000
"NO";61;34;0;"Catburg";61;"F";0;0;0;56;45649.000000;"M";3;-4;"0";2;5;6;0;7;35;0.000000
"NO";40;13;0;"Ravensville";40;"M";0;0;0;61;45683.000000;"S";2;26;"36";1;0;0;0;8;30;0.000000
"NO";75;41;0;"Ravensville";75;"M";0;0;0;60;45688.000000;"M";4;5;"12";1;2;0;0;12;26;0.000000
"NO";42;16;0;"Catburg";42;"M";0;0;0;69;45710.000000;"U";5;18;"24";0;2;0;0;3;27;0.000000
"NO";23;0;0;"Princeton";23;"F";0;0;0;55;45733.000000;"S";2;25;"36";2;0;0;0;11;32;0.000000
"NO";34;5;0;"Queensbury";34;"M";0;0;0;47;45721.000000;"M";5;14;"24";3;3;0;0;18;33;0.000000
"NO";25;0;0;"Queensbury";25;"F";0;0;0;53;45732.000000;"S";6;-5;"0";3;0;0;0;6;40;0.000000
"NO";34;6;65;"Foxton";34;"M";0;0;0;52;45705.000000;"M";2;25;"36";2;2;3;2;8;38;9.198320
"NO";38;10;576;"Princeton";38;"F";0;0;0;51;45741.000000;"U";3;16;"24";3;1;3;2;9;38;8.661330
"NO";23;0;0;"Princeton";23;"M";0;0;0;53;45739.000000;"S";5;18;"24";2;1;0;0;11;34;0.000000
"NO";46;14;0;"Kingsville";46;"F";0;0;0;56;45683.000000;"U";7;24;"36";2;0;0;0;6;37;0.000000
"NO";21;0;0;"Kingsville";21;"F";0;0;0;37;45746.000000;"S";2;16;"24";5;1;0;0;12;50;0.000000
"NO";36;10;0;"Ravensville";36;"M";0;0;0;59;45674.000000;"M";2;26;"36";2;1;0;0;9;31;0.000000
"NO";32;0;93;"Princeton";32;"F";0;1;0;68;45692.000000;"S";5;7;"12";0;2;4;3;9;22;12.858600
"NO";32;3;408;"Catburg";32;"M";0;0;0;60;45716.000000;"S";6;28;"36";1;0;5;19;11;27;27.110701
"NO";33;11;0;"Ravensville";33;"M";0;0;0;63;45661.000000;"U";5;31;"36";1;0;0;0;16;20;0.000000
"NO";53;26;503;"Princeton";53;"M";0;0;0;44;45710.000000;"U";2;24;"36";4;1;1;1;12;42;9.349000
"NO";76;44;128;"Princeton";76;"M";0;0;0;49;45743.000000;"S";2;21;"24";3;1;2;1;14;35;10.719000
"NO";52;22;0;"Kingsville";52;"F";0;0;0;49;45743.000000;"S";2;26;"36";3;0;0;0;14;35;0.000000
"NO";49;16;0;"Queensbury";49;"F";0;0;0;72;45741.000000;"S";2;26;"36";0;0;0;0;12;15;0.000000
"NO";21;0;0;"Queensbury";21;"F";0;0;0;50;45724.000000;"S";4;32;"36";3;1;0;0;11;37;0.000000
"NO";28;0;0;"Ravensville";28;"M";0;0;0;66;45651.000000;"S";2;-3;"0";0;0;1;0;5;27;0.000000
"NO";48;22;0;"Ravensville";48;"F";0;0;0;58;45680.000000;"M";2;14;"24";1;2;0;0;12;28;0.000000
"NO";42;10;0;"Princeton";42;"M";0;0;0;56;45703.000000;"M";2;6;"12";2;2;0;0;11;32;0.000000
"SI";40;10;406;"Kingsville";40;"F";0;0;0;66;45705.000000;"U";4;33;"36";0;3;3;2;6;27;9.568950
"NO";35;7;0;"Ravensville";35;"F";0;0;0;48;45656.000000;"M";2;25;"36";3;1;0;0;3;47;0.000000
"NO";42;17;0;"Ravensville";42;"M";0;0;0;43;45658.000000;"M";3;-2;"0";4;1;4;0;16;40;0.000000
"SI";37;7;102;"Catburg";37;"F";0;0;0;43;45658.000000;"M";3;23;"24";4;0;2;1;16;40;12.622300
"NO";29;0;134;"Kingsville";29;"M";0;0;0;52;45689.000000;"S";3;10;"12";3;3;4;2;10;36;9.267280
"NO";48;17;0;"Princeton";48;"M";0;0;0;52;45689.000000;"S";3;34;"36";3;0;0;0;10;36;0.000000
"NO";36;8;0;"Princeton";36;"F";0;0;0;58;45743.000000;"M";5;21;"24";2;1;0;0;9;31;0.000000
"NO";38;5;0;"Princeton";38;"M";0;0;0;44;45705.000000;"M";4;27;"36";4;0;0;0;14;40;0.000000
"NO";43;16;0;"Kingsville";43;"F";0;0;0;44;45705.000000;"M";4;33;"36";4;1;0;0;14;40;0.000000
"NO";47;18;0;"Ravensville";47;"F";0;0;0;44;45705.000000;"M";4;16;"24";4;0;0;0;14;40;0.000000
"NO";27;0;0;"Catburg";27;"M";0;0;0;47;45675.000000;"S";6;-2;"0";3;1;1;0;12;39;0.000000
"NO";19;0;0;"Foxton";19;"M";0;0;0;48;45696.000000;"S";7;19;"24";3;0;0;0;21;30;0.000000
"NO";32;5;0;"Queensbury";32;"F";0;0;0;60;45661.000000;"M";4;19;"24";1;2;0;0;10;29;0.000000
"NO";37;8;825;"Catburg";37;"M";0;0;0;50;45693.000000;"M";2;9;"12";3;1;4;3;6;42;12.671000
"SI";27;1;50;"Queensbury";27;"M";0;0;0;58;45674.000000;"S";5;9;"12";2;0;4;1;14;27;9.816660
"NO";40;10;0;"Kingsville";40;"F";0;0;0;55;45713.000000;"S";6;-2;"0";2;0;0;0;9;35;0.000000
"NO";32;8;322;"Princeton";32;"F";0;0;0;53;45719.000000;"U";6;16;"24";2;1;3;7;3;42;13.455300
"NO";36;1;154;"Catburg";36;"M";0;0;0;48;45735.000000;"M";4;14;"24";3;1;4;3;11;39;13.115600
"NO";33;6;0;"Kingsville";33;"F";0;0;0;37;45743.000000;"S";2;-3;"0";5;0;0;0;21;40;0.000000
"NO";30;0;90;"Catburg";30;"F";0;0;0;49;45698.000000;"S";3;19;"24";3;0;2;2;12;38;11.114800
"NO";41;11;0;"Ravensville";41;"M";0;0;0;61;45702.000000;"S";7;-1;"0";1;1;0;0;9;28;0.000000
"NO";43;12;0;"Queensbury";43;"M";0;0;0;63;45709.000000;"M";3;29;"36";1;0;0;0;14;22;0.000000
"NO";26;0;0;"Catburg";26;"M";0;0;0;48;45699.000000;"S";3;33;"36";3;0;0;0;9;42;0.000000
"NO";50;21;120;"Queensbury";50;"M";0;0;0;48;45699.000000;"U";2;5;"12";3;1;1;1;9;42;9.353320
"NO";39;10;178;"Catburg";39;"M";0;0;0;63;45668.000000;"S";6;18;"24";1;0;5;2;8;28;10.744700
"NO";23;0;0;"Ravensville";23;"F";0;0;0;63;45668.000000;"S";6;19;"24";1;1;0;0;8;28;0.000000
"NO";47;15;89;"Queensbury";47;"F";0;0;0;70;45706.000000;"S";4;25;"36";0;0;2;1;6;22;7.455670
"NO";42;10;0;"Queensbury";42;"F";0;0;0;70;45706.000000;"M";4;31;"36";0;2;0;0;6;22;0.000000
"NO";39;6;1139;"Kingsville";39;"M";0;0;0;45;45712.000000;"S";2;23;"36";4;0;2;1;7;47;10.432300
"NO";35;6;105;"Catburg";35;"F";0;0;0;59;45697.000000;"S";2;11;"24";1;2;4;2;12;28;9.165660
"NO";44;13;0;"Foxton";44;"M";0;0;0;66;45692.000000;"S";5;39;"48";1;1;0;0;4;29;0.000000
"NO";78;46;320;"Queensbury";78;"M";0;1;0;42;45732.000000;"M";3;41;"48";4;1;3;2;12;45;9.203990
"NO";35;9;32;"Catburg";35;"M";0;0;0;71;45655.000000;"S";5;39;"48";0;0;2;2;13;14;11.696600
"NO";19;0;125;"Foxton";19;"M";0;0;0;71;45655.000000;"S";5;26;"36";0;0;2;1;13;14;8.653320
"NO";76;45;0;"Kingsville";76;"F";0;0;0;60;45686.000000;"S";5;0;"12";1;0;0;0;10;28;0.000000
"NO";61;34;0;"Princeton";61;"M";0;0;0;58;45729.000000;"U";6;-2;"0";2;3;0;0;12;29;0.000000
"SI";55;22;79;"Princeton";55;"F";0;0;0;58;45729.000000;"S";6;17;"24";2;0;3;1;12;29;11.412300
"NO";40;12;0;"Catburg";40;"F";0;0;0;47;45658.000000;"S";5;33;"36";3;1;0;0;10;42;0.000000
"NO";37;7;0;"Foxton";37;"M";0;1;0;70;45677.000000;"U";7;16;"24";0;4;0;0;4;24;0.000000
"NO";31;0;0;"Ravensville";31;"M";0;0;0;57;45683.000000;"S";7;16;"24";2;0;0;0;12;29;0.000000
"NO";40;11;0;"Catburg";40;"M";0;0;0;60;45685.000000;"M";4;-6;"0";1;1;0;0;14;25;0.000000
"NO";49;20;0;"Ravensville";49;"F";0;0;0;53;45713.000000;"M";3;25;"36";3;0;0;0;12;34;0.000000
"NO";37;6;0;"Catburg";37;"F";0;0;0;60;45653.000000;"M";6;-1;"0";1;3;2;0;18;21;0.000000
"NO";25;1;0;"Kingsville";25;"F";0;0;0;31;45692.000000;"U";2;35;"36";6;1;0;0;10;57;0.000000
"NO";49;18;554;"Foxton";49;"M";0;1;0;35;45707.000000;"S";6;25;"36";6;1;0;14;15;49;21.121901
"NO";70;42;0;"Princeton";70;"F";0;1;0;59;45725.000000;"M";4;33;"36";1;0;0;0;7;33;0.000000
"NO";58;24;23;"Ravensville";58;"M";0;0;0;56;45703.000000;"S";1;36;"48";2;0;5;2;7;35;11.254300
"NO";27;0;0;"Catburg";27;"F";0;0;0;60;45682.000000;"S";3;21;"24";1;0;0;0;11;28;0.000000
"NO";43;13;0;"Queensbury";43;"M";0;0;0;58;45684.000000;"M";3;32;"36";2;1;0;0;9;31;0.000000
"NO";42;9;0;"Kingsville";42;"F";0;0;0;53;45744.000000;"U";2;-1;"0";3;0;0;0;6;39;0.000000
"NO";30;5;0;"Foxton";30;"M";0;0;0;55;45655.000000;"M";6;-2;"0";2;2;0;0;2;42;0.000000
"NO";30;0;0;"Princeton";30;"F";0;0;0;41;45745.000000;"S";4;10;"12";4;0;0;0;14;43;0.000000
"NO";40;14;0;"Kingsville";40;"F";0;0;0;41;45745.000000;"M";4;15;"24";4;1;0;0;14;43;0.000000
"NO";48;21;125;"Foxton";48;"M";0;0;0;71;45665.000000;"U";2;38;"48";0;0;4;3;5;23;9.916480
"NO";30;0;0;"Queensbury";30;"M";0;0;0;48;45659.000000;"S";7;9;"12";3;0;0;0;14;36;0.000000
"NO";32;2;0;"Foxton";32;"M";0;0;0;30;45671.000000;"U";3;12;"24";6;0;0;0;15;54;0.000000
"NO";40;9;35;"Princeton";40;"M";0;0;0;41;45666.000000;"M";2;6;"12";4;2;3;2;7;50;12.499600
"NO";39;12;70;"Catburg";39;"M";0;0;0;43;45716.000000;"U";2;20;"24";4;3;3;1;12;43;10.203300
"NO";47;16;0;"Catburg";47;"F";0;0;0;66;45729.000000;"M";2;22;"24";0;2;0;0;12;20;0.000000
"NO";41;9;0;"Ravensville";41;"M";0;0;0;54;45741.000000;"M";7;-6;"0";2;7;0;0;12;32;0.000000
"SI";41;11;61;"Queensbury";41;"F";0;0;0;70;45691.000000;"U";3;28;"36";0;0;2;2;11;18;12.791300
"NO";42;12;0;"Ravensville";42;"M";0;0;0;44;45727.000000;"S";5;17;"24";4;0;0;0;18;36;0.000000
"NO";27;0;40;"Ravensville";27;"M";0;0;0;63;45710.000000;"S";3;22;"24";1;0;6;3;6;30;10.970800
"NO";43;10;205;"Foxton";43;"M";0;0;0;59;45661.000000;"S";5;41;"48";2;0;5;2;12;28;14.222300
"NO";36;8;0;"Foxton";36;"M";0;0;0;38;45721.000000;"S";6;31;"36";5;0;0;0;16;45;0.000000
"NO";65;37;469;"Catburg";65;"M";0;0;0;66;45726.000000;"M";1;23;"36";0;3;3;7;10;22;13.630000
"NO";46;17;189;"Foxton";46;"F";0;0;0;62;45691.000000;"M";3;32;"36";1;3;3;1;15;21;7.822330
"NO";47;22;0;"Kingsville";47;"F";0;0;0;61;45740.000000;"S";4;-2;"0";1;1;2;0;14;24;0.000000
"NO";50;20;148;"Queensbury";50;"F";0;0;0;53;45677.000000;"U";3;22;"24";2;0;3;2;13;32;8.295660
"NO";45;14;0;"Foxton";45;"F";0;0;0;48;45658.000000;"S";2;30;"36";4;3;0;0;12;38;0.000000
"NO";59;30;160;"Catburg";59;"M";0;0;0;72;45675.000000;"S";2;14;"24";0;1;1;1;11;16;0.000000
"NO";30;2;0;"Kingsville";30;"F";0;0;0;51;45694.000000;"S";6;-6;"0";3;2;0;0;11;36;0.000000
"NO";28;0;0;"Catburg";28;"F";0;0;0;56;45699.000000;"S";5;15;"24";2;5;0;0;15;27;0.000000
"NO";42;12;0;"Foxton";42;"M";0;0;0;49;45674.000000;"U";3;10;"12";3;0;0;0;11;38;0.000000
"NO";23;0;0;"Catburg";23;"M";0;0;0;57;45691.000000;"S";6;20;"24";2;2;0;0;17;25;0.000000
"NO";48;22;0;"Princeton";48;"F";0;0;0;57;45691.000000;"U";5;21;"24";2;2;0;0;17;25;0.000000
"NO";44;9;73;"Foxton";44;"F";0;0;0;56;45725.000000;"S";3;13;"24";2;1;4;2;11;31;8.406310
"NO";40;8;0;"Catburg";40;"F";0;0;0;48;45747.000000;"U";5;30;"36";3;2;0;0;13;37;0.000000
"NO";48;18;0;"Kingsville";48;"F";0;0;0;65;45653.000000;"S";3;24;"36";0;0;0;0;11;23;0.000000
"NO";42;10;180;"Ravensville";42;"F";0;0;0;56;45732.000000;"S";2;27;"36";2;3;0;14;15;28;20.946501
"NO";50;22;0;"Kingsville";50;"F";0;0;0;38;45708.000000;"S";4;-1;"0";5;1;1;0;18;42;0.000000
"NO";45;13;0;"Kingsville";45;"M";0;0;0;58;45730.000000;"M";6;-4;"0";2;3;0;0;5;36;0.000000
"NO";47;20;0;"Ravensville";47;"F";0;0;0;68;45722.000000;"M";6;34;"36";0;1;0;0;9;22;0.000000
"NO";55;23;0;"Catburg";55;"F";0;0;0;52;45732.000000;"S";4;37;"48";2;0;0;0;14;32;0.000000
"NO";35;3;207;"Kingsville";35;"F";0;0;0;53;45684.000000;"U";5;7;"12";2;3;1;1;15;30;10.299000
"NO";25;0;0;"Queensbury";25;"M";0;0;0;65;45727.000000;"S";7;-5;"0";1;2;0;0;10;24;0.000000
"NO";46;17;0;"Queensbury";46;"M";0;0;0;55;45686.000000;"M";6;-4;"0";2;1;0;0;10;33;0.000000
"NO";52;22;0;"Ravensville";52;"M";0;0;0;61;45661.000000;"U";5;-1;"0";1;0;0;0;8;30;0.000000
"NO";22;0;0;"Catburg";22;"F";0;0;0;57;45710.000000;"S";2;30;"36";2;0;0;0;9;32;0.000000
"NO";21;0;118;"Kingsville";21;"M";0;0;0;68;45672.000000;"S";4;25;"36";0;2;2;2;9;22;9.603990
"NO";45;18;0;"Queensbury";45;"F";0;0;0;48;45797.000000;"M";4;-3;"0";3;1;0;0;6;45;0.000000
"NO";42;10;0;"Kingsville";42;"M";0;0;0;49;45764.000000;"M";3;7;"12";3;4;0;0;8;42;0.000000
"NO";37;8;0;"Ravensville";37;"M";0;0;0;66;45807.000000;"S";2;-6;"0";0;0;0;0;9;23;0.000000
"SI";18;0;624;"Kingsville";18;"F";0;0;0;54;45789.000000;"S";7;15;"24";2;0;4;2;14;31;10.488000
"NO";36;2;0;"Foxton";36;"F";0;0;0;38;45784.000000;"M";3;13;"24";5;1;0;0;10;51;0.000000
"NO";35;2;0;"Princeton";35;"M";0;0;0;48;45795.000000;"U";5;5;"12";3;1;0;0;14;37;0.000000
"NO";61;30;0;"Kingsville";61;"M";0;0;0;73;45782.000000;"U";5;15;"24";0;0;0;0;9;16;0.000000
"NO";37;11;0;"Ravensville";37;"F";0;0;0;69;45835.000000;"U";2;6;"12";0;1;0;0;11;18;0.000000
"NO";42;10;219;"Foxton";42;"M";0;0;0;52;45841.000000;"U";6;37;"48";3;3;2;1;9;37;12.452300
"NO";26;0;0;"Queensbury";26;"M";0;0;0;37;45831.000000;"S";2;12;"24";5;0;0;0;22;39;0.000000
"NO";56;24;0;"Ravensville";56;"F";0;0;0;42;45817.000000;"S";4;-3;"0";4;0;0;0;14;43;0.000000
"NO";49;22;0;"Princeton";49;"F";0;0;0;56;45772.000000;"M";5;27;"36";2;1;0;0;14;28;0.000000
"NO";35;2;229;"Queensbury";35;"M";0;0;0;63;45779.000000;"U";2;15;"24";1;0;3;1;12;23;8.462330
"NO";49;20;0;"Kingsville";49;"M";0;0;0;56;45786.000000;"S";2;12;"24";2;0;0;0;9;34;0.000000
"NO";30;1;0;"Catburg";30;"M";0;1;0;70;45804.000000;"M";3;28;"36";0;3;0;0;11;17;0.000000
