response;branch;gender;gold_card;income;marital;months_current_account;loan_accounts;number_products;number_transactions;white_collar_percentage
"NO";"Queensbury";"F";0;26984.000000;"S";12;1;0;0;22
"NO";"Catburg";"F";0;26984.000000;"S";20;2;0;0;22
"NO";"Foxton";"M";0;26997.000000;"U";38;3;0;0;40
"NO";"Kingsville";"M";0;26980.000000;"S";23;1;0;0;24
"NO";"Princeton";"M";0;26980.000000;"S";39;1;0;0;24
"NO";"Kingsville";"F";0;26980.000000;"U";38;2;0;0;24
"NO";"Foxton";"F";0;27001.000000;"M";12;1;3;1;39
"NO";"Foxton";"F";0;27001.000000;"U";35;4;4;2;39
"NO";"Foxton";"M";0;27045.000000;"M";24;0;0;0;30
"NO";"Ravensville";"M";0;27045.000000;"M";9;3;5;3;30
"NO";"Ravensville";"M";0;26997.000000;"U";32;0;3;2;34
"NO";"Kingsville";"M";0;26997.000000;"S";28;0;4;1;34
"NO";"Catburg";"F";0;26997.000000;"U";11;0;2;1;34
"NO";"Catburg";"F";0;26968.000000;"S";38;0;0;0;26
"NO";"Queensbury";"F";1;26977.000000;"S";16;0;3;2;46
"NO";"Princeton";"F";0;26983.000000;"U";-4;0;0;0;18
"SI";"Ravensville";"F";0;26983.000000;"M";7;1;4;2;18
"NO";"Catburg";"M";0;26983.000000;"S";38;6;0;0;18
"NO";"Catburg";"F";0;26983.000000;"S";30;0;0;0;18
"NO";"Catburg";"F";0;27017.000000;"M";26;1;0;0;35
"NO";"Queensbury";"F";0;27017.000000;"M";12;2;0;0;35
"NO";"Kingsville";"M";0;26963.000000;"S";35;1;3;2;32
"NO";"Ravensville";"M";0;26963.000000;"S";15;1;6;1;32
"NO";"Queensbury";"F";0;26963.000000;"S";14;0;3;2;32
"NO";"Ravensville";"M";0;26963.000000;"S";22;2;1;1;32
"NO";"Princeton";"M";1;26969.000000;"S";24;1;0;0;21
"NO";"Princeton";"F";0;26969.000000;"M";10;3;0;0;21
"NO";"Kingsville";"M";0;26969.000000;"S";12;4;1;4;21
"NO";"Princeton";"M";0;26969.000000;"S";36;0;4;1;21
"NO";"Catburg";"M";0;26969.000000;"M";29;1;0;0;21
"NO";"Kingsville";"M";0;27030.000000;"U";29;0;1;1;27
"NO";"Kingsville";"F";0;27030.000000;"S";24;0;0;0;27
"NO";"Princeton";"M";0;27030.000000;"U";32;2;4;3;27
"NO";"Princeton";"M";0;27030.000000;"S";-4;1;0;0;27
"NO";"Kingsville";"M";0;27050.000000;"M";21;0;6;2;33
"NO";"Kingsville";"F";0;27050.000000;"S";28;2;0;0;33
"NO";"Catburg";"F";0;27050.000000;"M";41;1;0;0;33
"NO";"Princeton";"M";0;27050.000000;"U";33;0;3;3;33
"NO";"Princeton";"F";0;27050.000000;"S";31;0;0;0;33
"NO";"Kingsville";"F";0;27050.000000;"S";13;3;0;0;33
"NO";"Queensbury";"M";0;27050.000000;"U";10;0;0;0;33
"SI";"Ravensville";"F";0;26963.000000;"M";35;1;3;1;31
"NO";"Queensbury";"F";0;26963.000000;"U";-1;1;1;0;31
"NO";"Catburg";"F";0;26963.000000;"U";-4;0;0;0;31
"NO";"Kingsville";"M";0;26963.000000;"U";16;0;0;0;31
"NO";"Princeton";"F";0;26963.000000;"S";10;0;0;0;31
"NO";"Queensbury";"F";0;26969.000000;"M";33;0;0;0;30
"NO";"Foxton";"M";0;27022.000000;"S";28;1;0;0;19
"NO";"Catburg";"F";0;27022.000000;"M";-3;0;0;0;19
"NO";"Catburg";"M";0;27022.000000;"U";6;0;0;0;19
"NO";"Ravensville";"M";0;27022.000000;"S";-5;0;0;0;19
"NO";"Foxton";"M";0;27022.000000;"M";12;3;0;0;19
"NO";"Ravensville";"M";0;27013.000000;"S";12;0;3;1;35
"NO";"Ravensville";"M";0;27013.000000;"U";25;3;0;0;35
"NO";"Queensbury";"F";0;27013.000000;"S";23;2;0;0;35
"NO";"Kingsville";"M";1;26994.000000;"S";21;1;6;3;28
"SI";"Queensbury";"M";1;26994.000000;"U";7;2;2;1;28
"NO";"Kingsville";"M";0;26972.000000;"U";8;1;0;0;33
"NO";"Ravensville";"M";0;26972.000000;"S";7;0;0;0;33
"NO";"Kingsville";"F";0;26970.000000;"U";34;0;0;0;38
"NO";"Foxton";"M";1;26970.000000;"M";36;1;0;0;38
"NO";"Catburg";"F";0;26970.000000;"M";34;2;0;0;38
"NO";"Kingsville";"F";0;27037.000000;"U";21;1;0;0;33
"NO";"Kingsville";"F";0;27037.000000;"U";-4;0;1;0;33
"NO";"Princeton";"F";0;27037.000000;"M";-1;2;0;0;33
"NO";"Kingsville";"M";0;27010.000000;"M";5;3;0;0;50
"SI";"Foxton";"M";0;27010.000000;"M";6;0;3;2;50
"NO";"Princeton";"M";1;27010.000000;"U";23;1;0;0;50
"NO";"Queensbury";"F";0;27010.000000;"S";23;0;0;0;50
"NO";"Princeton";"F";0;26984.000000;"S";-1;1;0;0;36
"NO";"Princeton";"M";0;26954.000000;"S";9;0;0;0;42
"NO";"Kingsville";"M";0;26954.000000;"U";34;0;0;0;42
"NO";"Princeton";"F";1;27006.000000;"M";13;3;0;0;38
"NO";"Queensbury";"M";0;27006.000000;"M";7;1;0;0;38
"NO";"Princeton";"F";0;27006.000000;"U";-4;3;0;0;38
"NO";"Princeton";"M";0;27014.000000;"S";-3;0;0;0;39
"NO";"Catburg";"F";0;27014.000000;"S";29;4;2;1;39
"NO";"Princeton";"M";0;27014.000000;"S";32;0;0;0;39
"NO";"Princeton";"M";0;26983.000000;"M";16;2;3;3;29
"NO";"Princeton";"F";1;26983.000000;"M";32;0;0;0;29
"NO";"Queensbury";"F";0;26983.000000;"U";10;0;0;0;29
"NO";"Kingsville";"M";0;27031.000000;"M";-6;1;0;0;29
"NO";"Ravensville";"F";0;27031.000000;"M";0;4;1;0;29
"SI";"Kingsville";"F";0;27031.000000;"S";39;0;2;2;29
"NO";"Foxton";"F";0;27031.000000;"M";-1;0;4;0;29
"NO";"Princeton";"F";0;27031.000000;"S";30;2;5;5;29
"NO";"Catburg";"M";0;27031.000000;"M";29;5;0;0;29
"NO";"Ravensville";"F";1;27031.000000;"S";16;1;0;0;29
"NO";"Foxton";"M";0;27031.000000;"S";18;3;0;0;29
"NO";"Queensbury";"F";0;27031.000000;"M";16;0;0;0;29
"NO";"Catburg";"F";0;27008.000000;"M";18;1;2;2;20
"NO";"Kingsville";"F";0;27008.000000;"M";37;2;3;1;20
"NO";"Kingsville";"F";0;27008.000000;"S";28;3;0;0;20
"NO";"Foxton";"M";0;27008.000000;"U";-5;0;0;0;20
"NO";"Princeton";"F";0;26965.000000;"U";24;2;0;0;35
"NO";"Princeton";"M";1;27007.000000;"U";23;0;3;1;29
"NO";"Ravensville";"M";0;27007.000000;"U";28;1;4;3;29
"NO";"Catburg";"M";0;27007.000000;"M";17;1;2;1;29
"NO";"Queensbury";"M";0;26957.000000;"S";7;0;3;1;27
"NO";"Princeton";"M";0;26957.000000;"M";-6;1;0;0;27
"NO";"Kingsville";"M";0;26957.000000;"S";20;1;0;0;27
"NO";"Princeton";"M";1;26957.000000;"U";23;1;0;0;27
"NO";"Princeton";"F";0;26957.000000;"S";-5;0;0;0;27
"NO";"Queensbury";"F";0;26963.000000;"U";-3;3;2;0;28
"NO";"Princeton";"F";0;27037.000000;"U";35;0;0;0;25
"NO";"Queensbury";"F";0;27037.000000;"U";10;1;0;0;25
"NO";"Ravensville";"M";1;27023.000000;"S";17;3;6;1;34
"NO";"Queensbury";"F";0;27023.000000;"S";34;0;0;0;34
"NO";"Kingsville";"M";0;27023.000000;"U";-3;1;1;0;34
"NO";"Ravensville";"F";0;26991.000000;"M";39;4;1;1;27
"NO";"Catburg";"F";0;26958.000000;"U";32;1;0;0;40
"NO";"Catburg";"M";0;27043.000000;"S";14;2;4;2;48
"NO";"Kingsville";"F";0;26953.000000;"M";29;0;0;0;31
"NO";"Catburg";"M";0;26953.000000;"M";17;2;3;2;31
"NO";"Ravensville";"M";0;26978.000000;"S";-6;2;0;0;36
"SI";"Kingsville";"F";0;26978.000000;"U";14;0;2;1;36
"NO";"Queensbury";"F";0;26978.000000;"S";28;0;1;1;36
"NO";"Ravensville";"F";0;26978.000000;"U";28;3;2;2;36
"NO";"Foxton";"M";0;27007.000000;"S";7;0;4;1;37
"NO";"Catburg";"F";0;27007.000000;"S";-3;0;0;0;37
"SI";"Ravensville";"F";1;26963.000000;"S";28;3;4;2;38
"NO";"Ravensville";"F";0;26963.000000;"M";31;0;0;0;38
"NO";"Foxton";"F";0;26963.000000;"U";20;1;0;0;38
"NO";"Foxton";"M";0;26963.000000;"S";38;1;0;0;38
"NO";"Ravensville";"M";1;27000.000000;"M";9;4;4;1;28
"SI";"Ravensville";"M";1;27000.000000;"S";29;2;3;1;28
"NO";"Foxton";"M";0;27050.000000;"U";36;1;2;1;51
"NO";"Catburg";"M";0;27050.000000;"S";30;0;3;1;51
"NO";"Ravensville";"M";1;26991.000000;"M";-1;2;0;0;34
"NO";"Foxton";"M";0;26991.000000;"M";36;0;1;1;34
"SI";"Catburg";"M";0;26991.000000;"U";11;0;4;2;34
"NO";"Princeton";"M";0;26991.000000;"M";14;1;0;0;34
"NO";"Queensbury";"M";0;27040.000000;"S";16;1;0;0;38
"NO";"Ravensville";"M";0;27040.000000;"S";34;4;0;0;38
"SI";"Queensbury";"F";0;27040.000000;"S";36;1;2;2;38
"NO";"Queensbury";"M";0;27037.000000;"U";23;0;4;1;23
"NO";"Ravensville";"F";0;27037.000000;"U";18;0;0;0;23
"NO";"Kingsville";"M";0;27037.000000;"U";-5;0;1;0;23
"NO";"Ravensville";"F";0;27037.000000;"U";23;2;4;1;23
"NO";"Kingsville";"F";0;27037.000000;"S";18;1;0;0;23
"NO";"Kingsville";"M";1;26965.000000;"M";18;5;0;0;21
"NO";"Foxton";"M";0;26965.000000;"S";34;0;2;2;21
"NO";"Queensbury";"F";1;26965.000000;"U";20;5;2;4;21
"NO";"Foxton";"M";0;26965.000000;"U";31;0;1;1;21
"NO";"Queensbury";"M";0;26965.000000;"S";35;0;0;0;21
"NO";"Ravensville";"F";0;26965.000000;"S";33;0;0;0;21
"NO";"Foxton";"F";0;27022.000000;"M";34;2;4;1;41
"NO";"Catburg";"M";0;27022.000000;"M";-6;0;1;0;41
"NO";"Ravensville";"M";0;27022.000000;"U";32;1;0;0;41
"NO";"Queensbury";"F";0;27022.000000;"M";17;4;0;0;41
"NO";"Catburg";"M";0;26972.000000;"S";33;0;3;2;32
"NO";"Ravensville";"M";0;26972.000000;"U";12;3;0;0;32
"NO";"Catburg";"F";0;26972.000000;"S";35;0;0;0;32
"NO";"Catburg";"M";0;26972.000000;"M";0;3;0;0;32
"NO";"Foxton";"F";1;26972.000000;"S";24;0;0;0;32
"NO";"Catburg";"M";0;27013.000000;"S";26;0;0;0;38
"NO";"Foxton";"M";0;27013.000000;"S";41;2;3;2;38
"NO";"Ravensville";"F";0;27013.000000;"S";-4;1;1;0;38
"NO";"Queensbury";"F";0;27013.000000;"S";38;0;4;1;38
"NO";"Catburg";"M";0;27013.000000;"S";36;5;0;0;38
"NO";"Kingsville";"F";0;27027.000000;"S";-4;0;0;0;34
"NO";"Princeton";"M";0;27027.000000;"S";28;1;0;0;34
"NO";"Catburg";"F";0;27027.000000;"S";39;0;0;0;34
"NO";"Princeton";"F";0;27027.000000;"M";7;0;0;0;34
"NO";"Foxton";"F";0;27003.000000;"S";31;4;0;0;30
"NO";"Princeton";"M";0;27003.000000;"M";41;2;0;0;30
"NO";"Queensbury";"M";0;26958.000000;"U";38;1;0;0;19
"NO";"Princeton";"M";0;26958.000000;"S";16;1;4;2;19
"NO";"Catburg";"M";0;26958.000000;"U";11;0;0;0;19
"SI";"Queensbury";"F";0;26958.000000;"U";35;2;4;1;19
"NO";"Kingsville";"M";0;26958.000000;"M";34;1;0;0;19
"NO";"Foxton";"F";0;26958.000000;"S";-5;0;0;0;19
"NO";"Kingsville";"F";0;26958.000000;"S";28;1;0;0;19
"NO";"Princeton";"F";0;27019.000000;"M";22;1;3;2;31
"NO";"Catburg";"F";0;27025.000000;"U";40;0;0;0;45
"NO";"Ravensville";"M";0;27025.000000;"U";15;1;3;1;45
"NO";"Foxton";"M";0;27025.000000;"U";16;0;3;2;45
"NO";"Queensbury";"F";0;27025.000000;"S";22;0;0;0;45
"SI";"Foxton";"F";0;27025.000000;"U";40;0;4;4;45
"NO";"Kingsville";"F";0;26969.000000;"U";12;0;0;0;35
"NO";"Kingsville";"M";0;27044.000000;"S";5;0;0;0;36
"NO";"Foxton";"F";0;27021.000000;"S";24;0;4;2;21
"NO";"Foxton";"F";0;27021.000000;"M";-3;1;0;0;21
"NO";"Princeton";"M";0;26961.000000;"S";14;0;0;0;32
"NO";"Foxton";"M";0;26961.000000;"M";10;2;0;0;32
"NO";"Catburg";"F";0;26997.000000;"U";25;0;0;0;18
"NO";"Foxton";"F";0;26997.000000;"U";27;0;0;0;18
"NO";"Queensbury";"M";0;26997.000000;"S";8;0;2;1;18
"NO";"Catburg";"M";1;26997.000000;"U";24;4;0;0;18
"NO";"Kingsville";"M";0;26993.000000;"S";12;0;4;2;43
"NO";"Ravensville";"F";0;26993.000000;"U";-5;0;0;0;43
"NO";"Catburg";"F";0;26993.000000;"M";16;0;0;0;43
"NO";"Catburg";"M";0;26993.000000;"S";7;2;2;2;43
"NO";"Princeton";"M";0;26983.000000;"U";22;1;3;2;37
"NO";"Ravensville";"M";0;26983.000000;"M";34;0;4;2;37
"NO";"Catburg";"M";0;27011.000000;"S";-2;3;0;0;30
"NO";"Ravensville";"F";0;27011.000000;"M";-1;3;0;0;30
"NO";"Catburg";"M";0;27037.000000;"U";22;0;0;0;37
"NO";"Foxton";"M";0;27037.000000;"M";31;0;0;0;37
"NO";"Ravensville";"F";0;27043.000000;"M";33;0;0;0;18
"NO";"Ravensville";"F";0;27043.000000;"S";-3;0;0;0;18
"SI";"Princeton";"M";0;26963.000000;"M";14;3;3;2;36
"NO";"Ravensville";"M";0;26963.000000;"M";39;0;0;0;36
"NO";"Princeton";"F";0;26896.000000;"U";22;1;5;2;39
"NO";"Ravensville";"M";0;26877.000000;"M";-4;2;0;0;36
"NO";"Queensbury";"F";0;26853.000000;"S";24;1;0;0;28
"SI";"Princeton";"M";0;26788.000000;"U";25;0;4;1;27
"SI";"Ravensville";"M";1;26824.000000;"M";39;1;3;1;22
"NO";"Kingsville";"M";0;26798.000000;"S";-4;0;2;0;31
"SI";"Queensbury";"F";0;26785.000000;"S";25;0;5;2;50
"NO";"Foxton";"M";0;26850.000000;"S";20;2;1;1;37
"NO";"Princeton";"M";0;26833.000000;"M";28;0;4;2;22
"SI";"Ravensville";"F";1;26786.000000;"S";15;2;4;1;25
"NO";"Ravensville";"M";0;26823.000000;"M";31;2;0;0;30
"NO";"Queensbury";"F";0;26672.000000;"U";24;0;0;0;32
"NO";"Queensbury";"F";0;26666.000000;"U";19;0;0;0;35
"NO";"Queensbury";"M";0;26737.000000;"S";21;3;0;0;29
"NO";"Queensbury";"F";0;26700.000000;"S";38;3;0;0;16
"NO";"Queensbury";"M";0;26693.000000;"U";39;0;3;1;39
"NO";"Kingsville";"M";1;26604.000000;"S";0;0;0;0;29
"SI";"Foxton";"F";0;26596.000000;"S";6;0;2;1;49
"NO";"Queensbury";"F";0;26634.000000;"U";25;1;0;0;44
"NO";"Princeton";"F";0;26532.000000;"U";38;0;1;1;41
"SI";"Kingsville";"M";0;26479.000000;"S";14;0;1;1;37
"NO";"Kingsville";"M";1;26469.000000;"U";20;0;0;0;31
"NO";"Ravensville";"F";1;26459.000000;"S";29;2;3;2;41
"NO";"Foxton";"F";0;26550.000000;"M";23;2;6;3;42
"NO";"Queensbury";"F";0;26499.000000;"S";38;2;0;0;30
"NO";"Ravensville";"M";1;26474.000000;"M";16;2;0;0;53
"NO";"Catburg";"M";0;26457.000000;"S";-3;0;0;0;30
"NO";"Foxton";"M";0;26533.000000;"M";17;1;0;0;34
"NO";"Princeton";"F";0;26509.000000;"U";27;0;0;0;28
"NO";"Foxton";"M";0;26456.000000;"S";-5;0;1;0;25
"NO";"Foxton";"M";0;26529.000000;"S";21;3;2;2;46
"NO";"Foxton";"F";0;26471.000000;"U";13;0;4;1;27
"NO";"Foxton";"M";0;26422.000000;"S";15;0;5;2;53
"NO";"Kingsville";"M";0;26371.000000;"M";7;1;0;0;35
"NO";"Kingsville";"M";0;26252.000000;"S";34;0;0;0;29
"NO";"Queensbury";"M";0;26252.000000;"M";19;3;0;0;29
"NO";"Princeton";"M";0;26289.000000;"S";15;2;0;0;33
"NO";"Princeton";"M";0;26289.000000;"S";40;0;0;0;33
"NO";"Catburg";"F";0;26313.000000;"U";8;0;4;3;36
"NO";"Kingsville";"F";0;26316.000000;"M";14;1;0;0;28
"NO";"Foxton";"F";0;26261.000000;"M";-5;0;0;0;26
"NO";"Foxton";"M";0;26261.000000;"M";-7;0;0;0;26
"NO";"Kingsville";"M";0;26299.000000;"S";24;3;1;1;22
"NO";"Ravensville";"F";0;26299.000000;"U";30;0;2;1;22
"NO";"Queensbury";"M";0;26257.000000;"M";36;0;2;1;39
"NO";"Kingsville";"F";0;26261.000000;"U";9;1;0;0;28
"NO";"Queensbury";"F";0;26261.000000;"S";18;0;0;0;28
"NO";"Princeton";"M";0;26280.000000;"U";9;2;5;3;25
"NO";"Princeton";"M";0;26272.000000;"S";12;4;4;2;49
"NO";"Catburg";"F";0;26324.000000;"M";37;0;2;1;24
"NO";"Foxton";"M";0;26300.000000;"S";34;1;0;0;30
"NO";"Catburg";"F";0;26300.000000;"U";11;2;0;0;30
"NO";"Catburg";"M";0;26305.000000;"U";32;3;0;0;26
"NO";"Foxton";"M";0;26305.000000;"S";40;2;3;1;26
"SI";"Kingsville";"M";0;26304.000000;"S";17;0;4;2;18
"NO";"Queensbury";"F";0;26289.000000;"M";24;4;0;0;37
"NO";"Kingsville";"F";0;26289.000000;"U";-3;2;1;0;37
"NO";"Foxton";"M";0;26317.000000;"U";19;1;0;0;29
"NO";"Princeton";"M";0;26317.000000;"U";7;3;4;3;29
"NO";"Kingsville";"M";0;26321.000000;"U";7;0;4;4;36
"NO";"Ravensville";"M";0;26321.000000;"S";-6;2;0;0;36
"NO";"Kingsville";"M";0;26321.000000;"M";36;2;0;0;36
"NO";"Ravensville";"M";0;26261.000000;"S";23;1;0;0;46
"NO";"Foxton";"M";0;26321.000000;"S";10;2;0;0;25
"NO";"Ravensville";"M";0;26321.000000;"M";25;3;4;3;25
"NO";"Kingsville";"F";0;26279.000000;"S";-1;2;0;0;22
"NO";"Ravensville";"M";0;26279.000000;"M";11;3;4;2;22
"NO";"Foxton";"F";0;26279.000000;"M";27;2;2;1;22
"NO";"Foxton";"F";0;26310.000000;"U";13;1;2;1;40
"NO";"Princeton";"M";0;26310.000000;"S";37;0;2;1;40
"NO";"Catburg";"M";0;26285.000000;"U";29;0;0;0;20
"NO";"Queensbury";"F";0;26333.000000;"M";36;2;0;0;33
"NO";"Foxton";"F";0;26333.000000;"S";32;0;0;0;33
"NO";"Foxton";"F";0;26296.000000;"S";8;0;0;0;34
"NO";"Queensbury";"F";0;26330.000000;"S";-2;3;0;0;34
"NO";"Catburg";"M";0;26331.000000;"S";20;0;0;0;40
"NO";"Kingsville";"F";0;26258.000000;"U";15;2;0;0;31
"NO";"Queensbury";"M";0;26312.000000;"M";14;1;0;0;37
"NO";"Princeton";"F";0;26312.000000;"S";40;0;0;0;37
"NO";"Princeton";"F";0;26341.000000;"U";11;0;0;0;41
"NO";"Princeton";"F";0;26341.000000;"U";39;3;0;0;41
"NO";"Ravensville";"F";0;26341.000000;"S";36;6;0;0;41
"NO";"Kingsville";"F";0;26341.000000;"S";11;3;2;1;41
"NO";"Ravensville";"M";0;26322.000000;"S";31;0;6;3;29
"NO";"Kingsville";"F";0;26260.000000;"S";-6;0;0;0;28
"NO";"Princeton";"M";0;26260.000000;"S";22;2;0;0;28
"NO";"Queensbury";"F";0;26310.000000;"U";40;0;5;5;39
"NO";"Foxton";"F";0;26310.000000;"S";13;0;3;1;39
"NO";"Queensbury";"M";0;26310.000000;"S";13;1;4;2;39
"NO";"Kingsville";"F";0;26345.000000;"U";30;0;1;1;30
"NO";"Foxton";"M";0;26345.000000;"S";17;4;0;0;30
"NO";"Kingsville";"F";0;26345.000000;"U";28;1;0;0;30
"NO";"Kingsville";"M";0;26345.000000;"S";30;1;0;0;30
"NO";"Princeton";"F";0;26321.000000;"S";-2;2;1;0;58
"NO";"Princeton";"F";1;26222.000000;"S";11;0;3;2;53
"SI";"Ravensville";"M";0;26222.000000;"U";9;1;4;2;53
"NO";"Ravensville";"M";0;26229.000000;"S";10;0;0;0;44
"NO";"Queensbury";"F";0;26224.000000;"S";31;1;0;0;25
"NO";"Kingsville";"F";0;26203.000000;"M";14;0;4;3;45
"SI";"Queensbury";"M";0;26203.000000;"S";17;0;5;1;45
"NO";"Queensbury";"F";0;26191.000000;"M";-3;1;0;0;31
"NO";"Catburg";"F";0;26192.000000;"S";40;1;0;0;30
"NO";"Catburg";"F";0;26233.000000;"S";34;4;2;2;41
"NO";"Queensbury";"F";0;26231.000000;"S";20;0;0;0;36
"NO";"Foxton";"F";0;26235.000000;"S";28;0;0;0;27
"NO";"Ravensville";"F";0;26175.000000;"S";38;2;0;0;28
"SI";"Foxton";"M";0;26191.000000;"U";19;0;3;2;19
"NO";"Ravensville";"F";0;26228.000000;"U";-2;0;0;0;28
"NO";"Ravensville";"M";0;26228.000000;"U";37;1;2;1;42
"NO";"Queensbury";"F";0;26159.000000;"U";39;2;3;1;18
"NO";"Kingsville";"F";0;26224.000000;"U";14;0;2;1;24
"NO";"Catburg";"F";0;26174.000000;"S";36;5;0;0;42
"NO";"Catburg";"M";0;26211.000000;"M";7;0;0;0;42
"NO";"Princeton";"F";0;26170.000000;"S";15;0;0;0;20
"NO";"Kingsville";"M";0;26188.000000;"S";-5;4;0;0;41
"NO";"Ravensville";"M";0;26188.000000;"S";38;2;5;4;41
"NO";"Princeton";"M";0;26224.000000;"M";5;0;1;1;35
"SI";"Kingsville";"F";0;26236.000000;"U";30;1;4;3;28
"NO";"Kingsville";"M";0;26203.000000;"S";22;0;3;1;32
"NO";"Princeton";"M";0;26175.000000;"U";20;1;3;2;38
"NO";"Princeton";"F";0;26175.000000;"M";0;0;1;0;38
"NO";"Queensbury";"F";0;26151.000000;"U";11;0;2;1;21
"NO";"Princeton";"M";0;26173.000000;"M";29;0;2;1;37
"NO";"Kingsville";"M";0;26167.000000;"M";-3;0;0;0;32
"NO";"Catburg";"F";0;26224.000000;"M";6;7;1;1;31
"SI";"Princeton";"M";0;26239.000000;"U";16;0;3;2;42
"SI";"Princeton";"M";0;26224.000000;"S";39;0;1;1;25
"NO";"Kingsville";"M";0;26189.000000;"M";15;1;0;0;38
"NO";"Kingsville";"F";0;26170.000000;"S";-2;1;0;0;31
"NO";"Ravensville";"M";0;26249.000000;"S";39;0;0;0;26
"NO";"Ravensville";"M";0;26249.000000;"S";-1;3;1;0;26
"NO";"Princeton";"M";0;26241.000000;"S";-3;1;1;0;40
"NO";"Kingsville";"F";0;26241.000000;"M";16;1;0;0;40
"NO";"Kingsville";"M";0;26155.000000;"M";23;0;0;0;27
"NO";"Foxton";"F";0;26184.000000;"M";-4;2;1;0;22
"NO";"Ravensville";"F";0;26183.000000;"S";25;3;0;0;26
"NO";"Catburg";"M";0;26183.000000;"S";16;3;0;0;26
"NO";"Ravensville";"F";0;26203.000000;"M";-1;0;0;0;46
"NO";"Queensbury";"F";0;26203.000000;"M";13;2;3;2;46
"NO";"Princeton";"M";0;26220.000000;"S";23;3;4;3;33
"NO";"Kingsville";"M";0;26128.000000;"M";18;1;0;0;28
"NO";"Princeton";"F";0;26085.000000;"U";18;1;0;0;44
"NO";"Princeton";"F";0;26101.000000;"S";39;0;2;2;35
"NO";"Queensbury";"F";0;26065.000000;"S";5;0;0;0;29
"NO";"Princeton";"F";0;26095.000000;"U";0;1;0;0;44
"SI";"Princeton";"F";0;26095.000000;"S";21;0;5;4;44
"NO";"Catburg";"M";0;26115.000000;"S";16;0;3;1;48
"NO";"Ravensville";"F";0;26143.000000;"M";-4;3;0;0;24
"NO";"Ravensville";"M";0;26141.000000;"U";35;2;3;1;25
"NO";"Princeton";"M";0;26143.000000;"S";34;0;0;0;30
"NO";"Princeton";"F";0;26103.000000;"U";8;0;0;0;38
"NO";"Foxton";"F";0;26080.000000;"S";14;1;0;0;51
"NO";"Foxton";"M";0;26080.000000;"S";-4;1;0;0;51
"NO";"Ravensville";"F";0;26095.000000;"S";28;0;0;0;33
"NO";"Princeton";"F";0;26142.000000;"S";35;1;0;0;41
"NO";"Ravensville";"M";0;26067.000000;"S";38;1;0;0;20
"NO";"Catburg";"F";0;26081.000000;"S";22;1;0;0;35
"NO";"Ravensville";"M";0;26081.000000;"S";36;0;0;0;35
"NO";"Princeton";"M";0;26079.000000;"S";34;1;1;1;39
"NO";"Catburg";"F";0;26136.000000;"U";28;0;0;0;40
"NO";"Ravensville";"M";0;26057.000000;"S";18;0;4;2;44
"NO";"Foxton";"F";0;26090.000000;"S";21;3;3;2;20
"NO";"Ravensville";"F";0;26090.000000;"S";23;1;5;2;20
"NO";"Catburg";"M";0;26074.000000;"M";28;1;0;0;34
"NO";"Ravensville";"M";0;26074.000000;"U";29;0;0;0;34
"NO";"Princeton";"F";0;26125.000000;"S";26;0;4;3;43
"NO";"Princeton";"F";0;26125.000000;"S";33;0;3;2;43
"NO";"Princeton";"M";0;26148.000000;"S";-4;4;0;0;30
"NO";"Ravensville";"F";0;26090.000000;"S";41;0;0;0;38
"NO";"Catburg";"M";0;26090.000000;"U";31;2;1;1;38
"NO";"Foxton";"F";0;26106.000000;"U";17;0;0;0;46
"NO";"Ravensville";"F";0;26106.000000;"S";37;0;0;0;46
"NO";"Catburg";"M";0;26106.000000;"U";12;1;2;1;46
"NO";"Kingsville";"M";0;26090.000000;"S";31;2;4;3;32
"NO";"Kingsville";"F";0;26106.000000;"U";7;2;0;0;29
"NO";"Princeton";"F";0;26092.000000;"S";-6;1;1;0;34
"NO";"Queensbury";"F";0;26119.000000;"S";27;0;2;1;29
"NO";"Catburg";"F";0;26078.000000;"U";30;0;5;3;35
"NO";"Princeton";"F";0;26078.000000;"U";13;4;2;4;35
"NO";"Princeton";"M";0;26083.000000;"M";22;1;0;0;40
"NO";"Queensbury";"F";0;26083.000000;"M";8;3;0;0;40
"NO";"Ravensville";"F";0;26144.000000;"S";18;0;1;1;36
"SI";"Princeton";"M";0;26127.000000;"S";39;1;3;2;37
"NO";"Ravensville";"F";0;26128.000000;"M";6;1;0;0;54
"NO";"Foxton";"M";0;26090.000000;"M";-4;2;0;0;37
"NO";"Queensbury";"M";0;26059.000000;"S";31;0;4;1;29
"NO";"Ravensville";"M";0;26075.000000;"S";16;0;0;0;27
"NO";"Princeton";"F";0;26075.000000;"U";8;0;0;0;27
"NO";"Princeton";"M";0;26079.000000;"M";37;1;2;1;32
"NO";"Ravensville";"F";0;26077.000000;"S";30;2;4;1;34
"NO";"Foxton";"F";0;26077.000000;"S";30;0;3;2;34
"NO";"Ravensville";"F";0;26119.000000;"S";27;0;2;2;48
"NO";"Catburg";"M";0;26119.000000;"M";7;5;5;2;48
"NO";"Ravensville";"M";0;26139.000000;"U";11;2;0;0;32
"NO";"Princeton";"F";0;26026.000000;"S";24;1;0;0;25
"NO";"Catburg";"M";0;25944.000000;"S";28;0;0;0;42
"NO";"Catburg";"M";0;25902.000000;"U";7;1;0;0;23
"NO";"Princeton";"F";0;25854.000000;"S";24;1;2;1;29
"NO";"Ravensville";"M";0;25895.000000;"S";21;1;0;0;19
